tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan,Rider age,Trip length (minutes),Route name
341,4/21/2017 11:40:40,4/21/2017 11:46:21,3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,3073,Division Ave & Hooper St,40.70691254,-73.95441667,21292,Subscriber,1996,female,,23,5.68333333333333,Tompkins Ave & Hopkins St to Division Ave & Hooper St
1332,2/21/2018 17:45:35,2/21/2018 18:07:47,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,3319,14 St & 5 Ave,40.666287,-73.98895053,14768,Subscriber,2000,male,,19,22.2,Atlantic Ave & Furman St to 14 St & 5 Ave
1424,8/4/2016 11:13:57,8/4/2016 11:37:41,469,Broadway & W 53 St,40.76344058,-73.98268129,3244,University Pl & E 8 St,40.7314372408523,-73.9949034154415,25900,Subscriber,2000,male,,19,23.7333333333333,Broadway & W 53 St to University Pl & E 8 St
745,3/23/2018 18:22:05,3/23/2018 18:34:31,3570,35 Ave & 37 St,40.7557327,-73.9236611,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,31255,Subscriber,1887,unknown,,132,12.4166666666667,35 Ave & 37 St to 44 Dr & Jackson Ave
522,1/16/2014 17:42:46,1/16/2014 17:51:28,382,University Pl & E 14 St,40.73492695,-73.99200509,223,W 13 St & 7 Ave,40.73781509,-73.99994661,20275,Subscriber,1952,male,,67,8.7,University Pl & E 14 St to W 13 St & 7 Ave
1385,9/23/2017 21:09:01,9/23/2017 21:32:06,408,Market St & Cherry St,40.71076228,-73.99400398,259,South St & Whitehall St,40.70122128,-74.01234218,18521,Subscriber,1998,male,,21,23.0833333333333,Market St & Cherry St to South St & Whitehall St
1075,8/21/2014 8:31:21,8/21/2014 8:49:16,519,E 42 St & Vanderbilt Ave,40.752416,-73.97837,330,Reade St & Broadway,40.71450451,-74.00562789,19408,Subscriber,1951,male,,68,17.9166666666667,E 42 St & Vanderbilt Ave to Reade St & Broadway
345,11/10/2017 20:45:02,11/10/2017 20:50:47,435,W 21 St & 6 Ave,40.74173969,-73.99415556,453,W 22 St & 8 Ave,40.74475148,-73.99915362,18137,Subscriber,1950,male,,69,5.75,W 21 St & 6 Ave to W 22 St & 8 Ave
401,10/31/2013 19:13:20,10/31/2013 19:20:01,308,St James Pl & Oliver St,40.71307916,-73.99851193,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,20578,Subscriber,1932,female,,87,6.68333333333333,St James Pl & Oliver St to Maiden Ln & Pearl St
161,9/17/2016 16:18:03,9/17/2016 16:20:44,341,Stanton St & Mangin St,40.71782143,-73.97628939,342,Columbia St & Rivington St,40.71739973,-73.98016555,27185,Subscriber,1948,female,,71,2.68333333333333,Stanton St & Mangin St to Columbia St & Rivington St
295,12/4/2017 17:39:55,12/4/2017 17:44:50,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,483,E 12 St & 3 Ave,40.73223272,-73.98889957,26692,Subscriber,1998,male,,21,4.91666666666667,LaGuardia Pl & W 3 St to E 12 St & 3 Ave
1872,3/3/2016 13:41:48,3/3/2016 14:13:00,3071,Boerum St & Broadway,40.70538077,-73.94976519,152,Warren St & Church St,40.71473993,-74.00910627,20717,Subscriber,1996,male,,23,31.2,Boerum St & Broadway to Warren St & Church St
667,3/3/2016 19:52:23,3/3/2016 20:03:30,382,University Pl & E 14 St,40.73492695,-73.99200509,394,E 9 St & Avenue C,40.72521311,-73.97768752,23780,Subscriber,1950,male,,69,11.1166666666667,University Pl & E 14 St to E 9 St & Avenue C
756,9/6/2016 13:59:23,9/6/2016 14:11:59,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20523,Subscriber,1944,male,,75,12.6,St Marks Pl & 2 Ave to LaGuardia Pl & W 3 St
204,7/8/2017 12:54:39,7/8/2017 12:58:04,3319,14 St & 5 Ave,40.666287,-73.98895053,3304,6 Ave & 9 St,40.668127,-73.98377641,28966,Subscriber,2000,male,,19,3.4,14 St & 5 Ave to 6 Ave & 9 St
769,10/27/2017 12:24:43,10/27/2017 12:37:32,3282,5 Ave & E 88 St,40.78307,-73.95939,3323,W 106 St & Central Park West,40.7981856,-73.9605909006,32305,Subscriber,1996,male,,23,12.8166666666667,5 Ave & E 88 St to W 106 St & Central Park West
414,3/30/2015 13:34:00,3/30/2015 13:41:00,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,16660,Subscriber,1944,male,,75,6.9,Willoughby Ave & Hall St to Clermont Ave & Lafayette Ave
238,3/3/2018 12:20:03,3/3/2018 12:24:02,2003,1 Ave & E 18 St,40.7338121919663,-73.9805442094803,2012,E 27 St & 1 Ave,40.739445,-73.976806,21281,Subscriber,1997,male,,22,3.96666666666667,1 Ave & E 18 St to E 27 St & 1 Ave
765,11/26/2017 15:20:16,11/26/2017 15:33:02,3341,Central Park West & W 102 St,40.795346,-73.96186,3158,W 63 St & Broadway,40.77163851,-73.98261428,21422,Subscriber,1951,male,,68,12.75,Central Park West & W 102 St to W 63 St & Broadway
277,4/5/2016 10:08:11,4/5/2016 10:12:49,127,Barrow St & Hudson St,40.73172428,-74.00674436,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,23604,Subscriber,1996,male,,23,4.61666666666667,Barrow St & Hudson St to MacDougal St & Washington Sq
194,4/11/2017 10:35:22,4/11/2017 10:38:36,295,Pike St & E Broadway,40.71406667,-73.99293911,2009,Catherine St & Monroe St,40.71117444,-73.99682619,18105,Subscriber,1998,male,,21,3.23333333333333,Pike St & E Broadway to Catherine St & Monroe St
584,7/18/2016 8:39:37,7/18/2016 8:49:22,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,527,E 33 St & 2 Ave,40.744023,-73.976056,22117,Subscriber,1949,male,,70,9.73333333333333,Lexington Ave & E 24 St to E 33 St & 2 Ave
578,11/27/2017 8:34:38,11/27/2017 8:44:16,439,E 4 St & 2 Ave,40.7262807,-73.98978041,507,E 25 St & 2 Ave,40.73912601,-73.97973776,19990,Subscriber,1998,male,,21,9.63333333333333,E 4 St & 2 Ave to E 25 St & 2 Ave
294,8/2/2017 16:18:57,8/2/2017 16:23:51,487,E 20 St & FDR Drive,40.73314259,-73.97573881,445,E 10 St & Avenue A,40.72740794,-73.98142006,20120,Subscriber,1999,male,,20,4.9,E 20 St & FDR Drive to E 10 St & Avenue A
495,3/4/2018 12:04:02,3/4/2018 12:12:18,350,Clinton St & Grand St,40.71559509,-73.9870295,386,Centre St & Worth St,40.71494807,-74.00234482,17775,Subscriber,1942,male,,77,8.25,Clinton St & Grand St to Centre St & Worth St
368,7/10/2015 14:48:55,7/10/2015 14:55:04,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,20800,Subscriber,1947,male,,72,6.13333333333333,LaGuardia Pl & W 3 St to W 4 St & 7 Ave S
2092,5/1/2018 18:05:39,5/1/2018 18:40:31,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,3649,W 129 St & Convent Ave,40.8143944379158,-73.9532473683357,16386,Subscriber,1996,male,,23,34.8666666666667,Frederick Douglass Blvd & W 117 St to W 129 St & Convent Ave
170,5/15/2017 16:39:57,5/15/2017 16:42:47,410,Suffolk St & Stanton St,40.72066442,-73.98517977,401,Allen St & Rivington St,40.72019576,-73.98997825,18313,Subscriber,1996,male,,23,2.83333333333333,Suffolk St & Stanton St to Allen St & Rivington St
434,5/19/2018 16:55:54,5/19/2018 17:03:08,3304,6 Ave & 9 St,40.668127,-73.98377641,3423,West Drive & Prospect Park West,40.6610633719006,-73.9794525504112,19247,Subscriber,1999,male,,20,7.23333333333333,6 Ave & 9 St to West Drive & Prospect Park West
159,10/23/2017 16:41:00,10/23/2017 16:43:40,301,E 2 St & Avenue B,40.72217444,-73.98368779,432,E 7 St & Avenue A,40.72621788,-73.98379855,19775,Subscriber,1998,female,,21,2.65,E 2 St & Avenue B to E 7 St & Avenue A
880,10/1/2013 16:26:49,10/1/2013 16:41:29,519,Pershing Square N,40.75188406,-73.97770164,326,E 11 St & 1 Ave,40.72953837,-73.98426726,20626,Subscriber,1952,male,,67,14.6666666666667,Pershing Square N to E 11 St & 1 Ave
1250,10/7/2017 12:58:35,10/7/2017 13:19:26,499,Broadway & W 60 St,40.76915505,-73.98191841,3139,E 72 St & Park Ave,40.7711828754066,-73.964094221592,25086,Customer,1996,female,,23,20.8333333333333,Broadway & W 60 St to E 72 St & Park Ave
598,11/20/2017 14:22:18,11/20/2017 14:32:17,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,500,Broadway & W 51 St,40.76228826,-73.98336183,16658,Subscriber,1952,male,,67,9.96666666666667,E 59 St & Madison Ave to Broadway & W 51 St
213,10/24/2017 2:07:03,10/24/2017 2:10:36,195,Liberty St & Broadway,40.70905623,-74.01043382,415,Pearl St & Hanover Square,40.7047177,-74.00926027,14592,Subscriber,1998,male,,21,3.55,Liberty St & Broadway to Pearl St & Hanover Square
770,9/26/2015 13:03:02,9/26/2015 13:15:53,412,Forsyth St & Canal St,40.7158155,-73.99422366,341,Stanton St & Mangin St,40.71782143,-73.97628939,22179,Subscriber,1950,male,,69,12.8333333333333,Forsyth St & Canal St to Stanton St & Mangin St
314,10/25/2015 11:50:05,10/25/2015 11:55:19,509,9 Ave & W 22 St,40.7454973,-74.00197139,446,W 24 St & 7 Ave,40.74487634,-73.99529885,18700,Subscriber,1947,male,,72,5.23333333333333,9 Ave & W 22 St to W 24 St & 7 Ave
738,9/10/2015 19:50:40,9/10/2015 20:02:59,376,John St & William St,40.70862144,-74.00722156,320,Leonard St & Church St,40.717571,-74.005549,14588,Subscriber,1949,male,,70,12.3,John St & William St to Leonard St & Church St
567,4/7/2015 7:51:30,4/7/2015 8:00:58,509,9 Ave & W 22 St,40.7454973,-74.00197139,546,E 30 St & Park Ave S,40.74444921,-73.98303529,20278,Subscriber,1951,male,,68,9.45,9 Ave & W 22 St to E 30 St & Park Ave S
193,10/19/2017 15:02:22,10/19/2017 15:05:35,435,W 21 St & 6 Ave,40.74173969,-73.99415556,453,W 22 St & 8 Ave,40.74475148,-73.99915362,26099,Subscriber,1950,female,,69,3.21666666666667,W 21 St & 6 Ave to W 22 St & 8 Ave
1931,6/14/2017 19:09:08,6/14/2017 19:41:20,434,9 Ave & W 18 St,40.74317449,-74.00366443,502,Henry St & Grand St,40.714215,-73.981346,15372,Subscriber,1946,male,,73,32.1833333333333,9 Ave & W 18 St to Henry St & Grand St
986,10/11/2013 14:54:57,10/11/2013 15:11:23,167,E 39 St & 3 Ave,40.7489006,-73.97604882,545,E 23 St & 1 Ave,40.736502,-73.97809472,17707,Subscriber,1951,male,,68,16.4333333333333,E 39 St & 3 Ave to E 23 St & 1 Ave
1886,8/3/2013 12:09:25,8/3/2013 12:40:51,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,517,Pershing Square S,40.75149263,-73.97798848,17253,Subscriber,1952,female,,67,31.4333333333333,E 43 St & 2 Ave to Pershing Square S
509,8/8/2016 5:42:52,8/8/2016 5:51:21,3244,University Pl & E 8 St,40.7314372408523,-73.9949034154415,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836,23067,Subscriber,1949,male,,70,8.48333333333333,University Pl & E 8 St to Pier 40 - Hudson River Park
439,12/7/2017 10:47:58,12/7/2017 10:55:17,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,3313,6 Ave & 12 St,40.6663181,-73.9854617,20206,Subscriber,1900,male,,119,7.31666666666667,Prospect Pl & 6 Ave to 6 Ave & 12 St
732,10/1/2013 19:09:43,10/1/2013 19:21:55,440,E 45 St & 3 Ave,40.75255434,-73.97282625,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,16309,Subscriber,1944,female,,75,12.2,E 45 St & 3 Ave to W 45 St & 8 Ave
680,9/7/2017 13:56:43,9/7/2017 14:08:04,540,Lexington Ave & E 29 St,40.7431155537649,-73.9821535348892,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,30625,Subscriber,1998,male,,21,11.3333333333333,Lexington Ave & E 29 St to St Marks Pl & 1 Ave
800,10/15/2013 17:19:58,10/15/2013 17:33:18,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,311,Norfolk St & Broome St,40.7172274,-73.98802084,19762,Subscriber,1948,male,,71,13.3333333333333,Sullivan St & Washington Sq to Norfolk St & Broome St
2178,4/18/2018 16:50:05,4/18/2018 17:26:24,261,Johnson St & Gold St,40.69474881,-73.98362464,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,30015,Subscriber,1946,female,,73,36.3,Johnson St & Gold St to Van Brunt St & Wolcott St
926,5/4/2015 7:27:24,5/4/2015 7:42:51,394,E 9 St & Avenue C,40.72521311,-73.97768752,345,W 13 St & 6 Ave,40.73649403,-73.99704374,20138,Subscriber,1946,male,,73,15.4333333333333,E 9 St & Avenue C to W 13 St & 6 Ave
527,4/5/2018 18:28:43,4/5/2018 18:37:30,3660,W 16 St & 8 Ave,40.7410215090027,-74.001384973526,280,E 10 St & 5 Ave,40.73331967,-73.99510132,15172,Subscriber,1945,male,,74,8.78333333333333,W 16 St & 8 Ave to E 10 St & 5 Ave
586,12/6/2013 16:09:35,12/6/2013 16:19:21,442,W 27 St & 7 Ave,40.746647,-73.993915,212,W 16 St & The High Line,40.74334935,-74.00681753,20575,Subscriber,1947,male,,72,9.76666666666667,W 27 St & 7 Ave to W 16 St & The High Line
2093,5/24/2017 16:18:20,5/24/2017 16:53:14,223,W 13 St & 7 Ave,40.73781509,-73.99994661,3428,8 Ave & W 16 St,40.740983,-74.001702,16651,Subscriber,1998,male,,21,34.8833333333333,W 13 St & 7 Ave to 8 Ave & W 16 St
353,5/23/2018 21:39:38,5/23/2018 21:45:31,3297,6 St & 7 Ave,40.6686627,-73.97988067,3317,10 St & 5 Ave,40.6686273,-73.98700053,32133,Subscriber,1952,male,,67,5.88333333333333,6 St & 7 Ave to 10 St & 5 Ave
323,4/27/2018 17:10:45,4/27/2018 17:16:09,3422,Columbia St & Degraw St,40.6859296,-74.00242364,3408,Congress St & Clinton St,40.6881529,-73.99520919,32242,Subscriber,1945,male,,74,5.38333333333333,Columbia St & Degraw St to Congress St & Clinton St
1229,6/30/2017 6:10:38,6/30/2017 6:31:08,3341,Central Park West & W 102 St,40.795346,-73.96186,3176,W 64 St & West End Ave,40.77452835,-73.98753759,29352,Subscriber,1950,female,,69,20.4833333333333,Central Park West & W 102 St to W 64 St & West End Ave
650,12/19/2017 21:04:53,12/19/2017 21:15:43,2010,Grand St & Greene St,40.72165481,-74.00234737,302,Avenue D & E 3 St,40.72082834,-73.97793172,14839,Subscriber,1997,male,,22,10.8333333333333,Grand St & Greene St to Avenue D & E 3 St
278,1/1/2014 16:43:08,1/1/2014 16:47:46,480,W 53 St & 10 Ave,40.76669671,-73.99061728,515,W 43 St & 10 Ave,40.76009437,-73.99461843,15498,Subscriber,1951,male,,68,4.63333333333333,W 53 St & 10 Ave to W 43 St & 10 Ave
1320,8/16/2016 18:01:39,8/16/2016 18:23:39,462,W 22 St & 10 Ave,40.74691959,-74.00451887,462,W 22 St & 10 Ave,40.74691959,-74.00451887,22775,Subscriber,1951,male,,68,22,W 22 St & 10 Ave to W 22 St & 10 Ave
